"Product Code","Product Name",Variant,Expected,Counted
BGBE2032,"2032 BLUE BAG",,2.0000,
BGBE2039,"2039 BLUE BAG",,1.0000,
BGBE2088,"2088 BLUE BAG",,2.0000,
BGBE269,"269 BLUE BAG",,1.0000,
BGBE53434,"53434 BLUE BAG",,2.0000,
BGBE58330,"58330 BLUE BAG",,0.0000,
BGBE58991,"58991 BLUE BAG",,1.0000,
BGBE6988,"6988 BLUE BAG",,-2.0000,
BGBE70911,"70911 BLUE BAG",,1.0000,
BGBE889,BGBE889,,1.0000,
BGBE99163,"99163 BLUE BAG",,1.0000,
BGBR1710,"1507 BROWN BAG",,2.0000,
BGBR175,"175 BROWN BAG",,1.0000,
BGBR1998,"1998 BROWN BAG",,0.0000,
BGBR2037,BGBR2037,,1.0000,
BGBR2088,"2088 BROWN BAG",,2.0000,
BGBR3021,"3021 BROWN BAG",,0.0000,
BGBR3022,"3022 BROW BAG",,0.0000,
BGBR336,"336 BROWN BAG",,4.0000,
BGBR421,"421 BROWN BAG",,1.0000,
BGBR5016,"5016 BROWN BAG",,1.0000,
BGBR5017,"5017 BROWN BAG",,0.0000,
BGBR502,"502 BROWN BAG",,0.0000,
BGBR58330,"58330 BROWN BAG",,1.0000,
BGBR58991,"58991 BROWN BAG",,1.0000,
BGBR70911,"70911 BROWN BAG",,1.0000,
BGBR8055,"8055 BROWN BAG",,2.0000,
BGBR889,BGBR889,,-1.0000,
BGBR9002,"9002 BROWN BAG",,2.0000,
BGBRJ173,BGBRJ173,,2.0000,
BGBRM003,"M003 BROWN BAG",,1.0000,
BGCFF2052,"2052 BAG",,1.0000,
BGCFF8813,"8813 BAG",,1.0000,
BGCFF9903,"9903 BAG",,1.0000,
BGDB175,"175 DARK BROWN BAG",,0.0000,
BGDB53434,"53434 DARK BLUE BAG",,0.0000,
BGDB667,BGDB667,,0.0000,
BGDB6988,"6988 DARK BLUE BAG",,0.0000,
BGDGA513,"A513 DARK GOLD BAG",,0.0000,
BGG0A513,BGG0A513,,0.0000,
BGGG17072,"17072 GREEN BAG",,1.0000,
BGGG176,"176 GREEN BAG",,0.0000,
BGGG1998,"19998 GREEN BAG",,1.0000,
BGGG2037,BGGG2037,,0.0000,
BGGG22072,"22072 GREEN BAG",,1.0000,
BGGG2879,BGGG2879,,0.0000,
BGGG421,"421 GREEN BAG",,3.0000,
BGGG5182,BGGG5182,,1.0000,
BGGG6028,BGGG6028,,0.0000,
BGGG6171,BGGG6171,,6.0000,
BGGG6988,"6988 GREEN BAG",,1.0000,
BGGG99167,"99167 GREEN BAG",,1.0000,
BGGGF613,BGGGF613,,-1.0000,
BGGGF615,"F615 GREEN BAG",,5.0000,
BGGO887,BGGO887,,0.0000,
BGLB6988,"6988 LIGHT BLUE BAG",,2.0000,
BGLBE269,"269 LIGHT BLUE BAG",,3.0000,
BGPP2031,"2031 PURPLE BAG",,4.0000,
BGPP2032,"2032 PURPLE BAG",,2.0000,
BGPP511,BGPP511,,1.0000,
BGPP8086,BGPP8086,,0.0000,
BGPP9058,"9058 PURPLE BAG",,1.0000,
BGPPXM05,BGPPXM05,,2.0000,
BR00001,BR00001,,6.0000,
BR00002,BR00002,,26.0000,
BR00003,BR00003,,36.0000,
BT00105125,"105125 BELT",,2.0000,
BT008018,"8018 BELT",,2.0000,
BT0C10135,"10135 COFFEE BELT",,3.0000,
BT0C10147,"10147 COFFEE BELT",,4.0000,
BT0C1102,"1102 CREAM BELT",,5.0000,
BT0C1129,"1129 CREAM BELT",,5.0000,
BT0C1607,"1607 CREAM BELT",,0.0000,
BT0C23125,"23125 COFFEE BELT",,0.0000,
BT0C658999,"658999 COFFEE BELT",,4.0000,
BT0C95115,"95115 COFFEE BELT",,4.0000,
BT0P1657,"1657 PINK BELT",,3.0000,
BT0W1518,"1518 WHITE BELT",,5.0000,
BT0W1607,"1607 WHITE BELT",,5.0000,
BT0W1657,"1657 WHITE BELT",,4.0000,
BT0W8301,"8301 WHITE BELT",,2.0000,
BTBB10135,"10135 BLACK BELT",,3.0000,
BTBB10147,"10147 BLACK BELT",,0.0000,
BTBB1102,"1102 BLACK BELT",,2.0000,
BTBB1129,"1129 BLACK BELT",,4.0000,
BTBB1518,"1518 BLACK BELT",,4.0000,
BTBB1607,"1607 BLACK BELT",,6.0000,
BTBB1628,"1628 BLACK BELT",,5.0000,
BTBB1657,"1657 BLACK BELT",,3.0000,
BTBB1671,"1671 BLACK BELT",,3.0000,
BTBB23125,"23125 BLACK BELT",,0.0000,
BTBB658999,"658999 BLACK BELT",,0.0000,
BTBB8301,"8301 BLACK BELT",,1.0000,
BTBB8370,"8370 BLACK BELT",,2.0000,
BTBB95115,"95115 BLACK BELT",,4.0000,
BTBR10135,"10135 BROWN BELT",,1.0000,
BTBR1102,"1102 BROWN BELT",,5.0000,
BTBR1129,"1129 BROWN BELT",,5.0000,
BTBR1607,"1607 BROWN BELT",,2.0000,
BTBR1628,"1628 BROWN BELT",,5.0000,
BTBR1657,"1657 BROWN BELT",,4.0000,
BTBR1671,"1671 BROWN BELT",,4.0000,
BTBR23125,"23125 BROWN BELT",,0.0000,
BTBR8301,"8301 BROWN BELT",,2.0000,
BTBR8370,"8370 BROWN BELT",,2.0000,
BTBR95115,"95115 BROWN BELT",,4.0000,
BW001062,"1062 BOW",,4.0000,
BW001065,"1065 BOW",,6.0000,
BW001066,"1066 BOW",,8.0000,
BW007777,"7777 BOW",,0.0000,
BW00FD031,"FD031 BOW",,1.0000,
BW00FD032,"FD032 BOW",,0.0000,
BW0P62204,"62204 PINK BOW",,-2.0000,
BWBE62204,"62204 BLUE BOW",,-3.0000,
BX001211,"1211 WATCH BOX",,1.0000,
BX001511,"1511 WATCH BOX",,1.0000,
BX006311,"6311 WATCH BOX",,1.0000,
BX006811,"6811 WATCH BOX",,0.0000,
BX008971,"8971 WATCH BOX",,2.0000,
CD000056,CD000056,,0.0000,
CD000078,CD000078,,0.0000,
CD000082,CD000082,,0.0000,
CD000881,CD000881,,0.0000,
CD00097,CD00097,,0.0000,
CD000G18,CD000G18,,0.0000,
CD0010219,"10219 DRESS",,5.0000,
CD0010231,"10231 DRESS",,1.0000,
CD0010330,CD0010330,,0.0000,
CD0010659,"1069 DRESS",,2.0000,
CD001088,"1088 DRESS",,0.0000,
CD0010901,"10901 DRESS",,3.0000,
CD001112,CD001112,,0.0000,
CD001186,"1186 DRESS",,3.0000,
CD001191,"1191 DRESS",,0.0000,
CD001303,"1303 DRESS",,5.0000,
CD001308,"1308 DRESS",,0.0000,
CD0013140,CD0013140,,0.0000,
CD0015116,CD0015116,,0.0000,
CD001525,CD001525,,0.0000,
CD001532,"1532 DRESS",,0.0000,
CD001561,"1561 DRESS",,0.0000,
CD001569,"1569 DRESS",,0.0000,
CD001581,"1581 DRESS",,3.0000,
CD001583,"1583 DRESS",,1.0000,
CD001603,"1603 DRESS",,3.0000,
CD001625,"1625 DRESS",,0.0000,
CD001914,"1914 DRESS",,3.0000,
CD00223,CD00223,,0.0000,
CD002463,"2463 DRESS",,2.0000,
CD0030033,CD0030033,,1.0000,
CD003012,"3012 DRESS",,0.0000,
CD0030139,CD0030139,,0.0000,
CD00328,"328 DRESS",,0.0000,
CD003385,"3385 DRESS",,1.0000,
CD003522,"3522 DRESS",,1.0000,
CD003989,"3989 DRESS",,0.0000,
CD003990,"3990 DRESS",,0.0000,
CD003995,"3995 DRESS",,0.0000,
CD004,CD004,,0.0000,
CD00401,CD00401,,2.0000,
CD004072,"4072 DRESS",,3.0000,
CD0040721,"40721 DRESS",,1.0000,
CD004077,"4077 DRESS",,-1.0000,
CD004499,"4499 DRESS",,0.0000,
CD005005,"5005 DRESS",,2.0000,
CD005026,"5026 DRESS",,3.0000,
CD005027,"5027 DRESS",,0.0000,
CD0050401,CD0050401,,0.0000,
CD0050501,CD0050501,,0.0000,
CD005057,"5057 DRESS",,0.0000,
CD0050578,CD0050578,,0.0000,
CD005059,"5059 DRESS",,0.0000,
CD005137,CD005137,,0.0000,
CD005138,"5138 DRESS",,1.0000,
CD005260,"5260 DRESS",,2.0000,
CD005274,"5274 DRESS",,0.0000,
CD005445,"5445 DRESS",,1.0000,
CD005602,"5602 DRESS",,0.0000,
CD00561,"561 DRESS",,0.0000,
CD00562,"562 DRESS",,1.0000,
CD005641,"5641 DRESS",,1.0000,
CD005664,"5664 DRESS",,0.0000,
CD0060050,CD0060050,,0.0000,
CD00601,"601 DRESS",,0.0000,
CD006069,CD006069,,0.0000,
CD006090,CD006090,,0.0000,
CD00609501,"609501 DRESS",,1.0000,
CD006105,"6105 DRESS",,0.0000,
CD006112,"6112 DRESS",,0.0000,
CD006260,"6260 DRESS",,0.0000,
CD006273,"6273 DRESS",,0.0000,
CD006307,"6307 DRESS",,0.0000,
CD006389,"6389 DRESS",,1.0000,
CD006608,"6608 DRESS",,0.0000,
CD006610,"6610 DRESS",,0.0000,
CD0066289,"66289 DRESS",,2.0000,
CD006629,CD006629,,-1.0000,
CD0066306,"66306 DRESS",,1.0000,
CD006642,"6642 DRESS",,0.0000,
CD006644,"6644 DRESS",,0.0000,
CD006647,"6647 DRESS",,2.0000,
CD006653,"6653 DRESS",,0.0000,
CD0066663,"66663 DRESS",,0.0000,
CD006690,"6690 DRESS",,-1.0000,
CD006707,"6707 DRESS",,0.0000,
CD006719,"6719 DRESS",,2.0000,
CD006726,"6726 DRESS",,0.0000,
CD0068062,"68062 DRESS",,0.0000,
CD0068085,"68085 DRESS",,0.0000,
CD0068103,"68103 DRESS",,1.0000,
CD006832,"6832 DRESS",,3.0000,
CD0068352,"68352 DRESS",,0.0000,
CD006836,"6836 DRESS",,0.0000,
CD006845,"6845 DRESS",,0.0000,
CD006851,"6851 DRESS",,0.0000,
CD006859,"6859 DRESS",,0.0000,
CD0068628,"68628 DRESS",,0.0000,
CD006875,"6875 DRESS",,3.0000,
CD006878,"6878 DRESS",,0.0000,
CD006884,"6884 DRESS",,4.0000,
CD006886,"6886 DRESS",,0.0000,
CD006906,"6906 DRESS",,0.0000,
CD006907,"6907 DRESS",,-1.0000,
CD006910,"6910 DRESS",,3.0000,
CD006915,"6915 DRESS",,0.0000,
CD006916,"6916 DRESS",,0.0000,
CD007077,"7077 DRESS",,2.0000,
CD007088,"7088 DRESS",,0.0000,
CD007090,"7090 DRESS",,1.0000,
CD007135,CD007135,,0.0000,
CD007180,"7180 DRESS",,1.0000,
CD007349,"7349 DRESS",,0.0000,
CD007773,CD007773,,-1.0000,
CD0080006,CD0080006,,0.0000,
CD0080036,CD0080036,,0.0000,
CD0080039,CD0080039,,0.0000,
CD0080170,"80170 DRESS",,4.0000,
CD008039,"8039 DRESS",,2.0000,
CD008049,CD008049,,0.0000,
CD008100,"8100 DRESS",,0.0000,
CD00817,"817 DRESS",,0.0000,
CD008242,"8242 DRESS",,0.0000,
CD008279,"8279 DRESS",,4.0000,
CD008308,"8308 DRESS",,6.0000,
CD00835,CD00835,,1.0000,
CD008389,CD008389,,-1.0000,
CD008435,"8435 DRESS",,0.0000,
CD008653,"8653 DRESS",,0.0000,
CD008685,"8685 DRESS",,0.0000,
CD008774,"8774 DRESS",,2.0000,
CD008788,"8788 DRESS",,0.0000,
CD008833,"8833 DRESS",,0.0000,
CD008837,"8837 DRESS",,0.0000,
CD008876,CD008876,,0.0000,
CD008926,"8926 DRESS",,0.0000,
CD008963,CD008963,,0.0000,
CD0090021,CD0090021,,0.0000,
CD0090051,CD0090051,,0.0000,
CD009010,"9010 DRESS",,3.0000,
CD009034,CD009034,,0.0000,
CD009053,CD009053,,0.0000,
CD009105,"9105 DRESS",,0.0000,
CD009146,"9146 DRESS",,0.0000,
CD009152,"9152 DRESS",,0.0000,
CD009153,"9153 DRESS",,0.0000,
CD009172,"9172 DRESS",,0.0000,
CD009182,"9182 DRESS",,0.0000,
CD009219,"9219 DRESS",,0.0000,
CD009221,"9221 DRESS",,2.0000,
CD009236,"9236 DRESS",,0.0000,
CD009245,"9245 DRESS",,0.0000,
CD009321,"9321 DRESS",,2.0000,
CD009340,"9340 DRESS",,0.0000,
CD009372,"9372 DRESS",,2.0000,
CD009396,"9396 DRESS",,0.0000,
CD0093966,"93966 DRESS",,0.0000,
CD009404,"9404 DRESS",,0.0000,
CD009417,"9417 DRESS",,0.0000,
CD009524,CD009524,,0.0000,
CD009576,"9576 DRESS",,0.0000,
CD009719,"9719 DRESS",,1.0000,
CD009720,"9720 DRESS",,3.0000,
CD009727,"9727 DRESS",,1.0000,
CD009758,CD009758,,-1.0000,
CD009801,"9801 DRESS",,0.0000,
CD009802,"9802 DRESS",,0.0000,
CD009853,"9853 DRESS",,0.0000,
CD009857,"9857 DRESS",,0.0000,
CD009866,"9866 DRESS",,0.0000,
CD009876,CD009876,,0.0000,
CD009911,"9911 DRESS",,0.0000,
CD009992,"9992 DRESS",,0.0000,
CD00A1709,"A1709 DRESS",,2.0000,
CD00A696,CD00A696,,0.0000,
CD00AJ012,CD00AJ012,,3.0000,
CD00B140,CD00B140,,0.0000,
CD00B423,CD00B423,,0.0000,
CD00F6648,"F6648 DRESS",,1.0000,
CD00L1641,CD00L1641,,0.0000,
CD00PD94,CD00PD94,,0.0000,
CD00W187,CD00W187,,0.0000,
CD050295,CD050295,,0.0000,
CD0A3009,CD0A3009,,0.0000,
CD0B2005,CD0B2005,,0.0000,
CD0B7565,CD0B7565,,0.0000,
CD0C1513,"1513 CREAM DRESS",,1.0000,
CD0C171063,"171063 CREAM DRESS",,2.0000,
CD0C171139,"171139 CREAM DRESS",,3.0000,
CD0C5984,"5984 CREAM DRESS",,0.0000,
CD0C90185,CD0C90185,,0.0000,
CD0C96,CD0C96,,0.0000,
CD0CL1079,"1079 CREAM L DRESS",,0.0000,
CD0CL10811,"10811 CREAM L DRESS",,0.0000,
CD0CM1079,"1079 CREAM M DRESS",,0.0000,
CD0CM10811,"10811 CREAM M DRESS",,0.0000,
CD0CM10812,"10812 CREAM M DRESS",,0.0000,
CD0CM1623,"1623 CREAM M DRESS",,0.0000,
CD0CPD81,CD0CPD81,,0.0000,
CD0CPD85,CD0CPD85,,0.0000,
CD0CPD87,CD0CPD87,,0.0000,
CD0CS10811,"10811 CREAM S DRESS",,1.0000,
CD0CS10812,"10812 CREAM S DRESS",,1.0000,
CD0CS1623,"1623 CREAM S DRESS",,1.0000,
CD0D1520,CD0D1520,,0.0000,
CD0D2031,CD0D2031,,0.0000,
CD0F16,CD0F16,,0.0000,
CD0G0769,CD0G0769,,0.0000,
CD0G171123,"171123 GRAY DRESS",,1.0000,
CD0G5655,"5655 GRAY DRESS",,0.0000,
CD0G8535,"8535 GRAY DRESS",,0.0000,
CD0G90185,CD0G90185,,0.0000,
CD0G90853,CD0G90853,,0.0000,
CD0G9395,"9395 GOLD DRESS",,3.0000,
CD0G9397,"9397 GOLD DRESS",,2.0000,
CD0P10226,"10226 PINK DRESS",,6.0000,
CD0P171063,"171063 PINK DRESS",,1.0000,
CD0P1981,"1981 PINK DRESS",,0.0000,
CD0P2973,CD0P2973,,1.0000,
CD0P6063,CD0P6063,,0.0000,
CD0P70836,"70836 PINK DRESS",,0.0000,
CD0P7643,CD0P7643,,0.0000,
CD0P9190,"9190 PINK DRESS",,0.0000,
CD0P9307,"9307 PINK DRESS",,0.0000,
CD0P9395,"9395 PINK DRESS",,3.0000,
CD0P9396,"9396 PINK DRESS",,1.0000,
CD0PL1623,"1623 PINK L DRESS",,0.0000,
CD0PM10811,"10811 PINK M DRESS",,1.0000,
CD0PM10812,"10812 PINK M DRESS",,0.0000,
CD0PM1623,"1623 PINK M DRESS",,0.0000,
CD0PPD86,CD0PPD86,,0.0000,
CD0PPD89,CD0PPD89,,0.0000,
CD0PPD90,CD0PPD90,,0.0000,
CD0PS10811,"10811 PINK S DRESS",,0.0000,
CD0PS10812,"10812 PINK S DRESS",,1.0000,
CD0PS1623,"1623 PINK S DRESS",,1.0000,
CD0R0769,CD0R0769,,0.0000,
CD0R10268,"10268 RED DRESS",,3.0000,
CD0R10509,CD0R10509,,0.0000,
CD0R17030,"17030 RED DRESS",,2.0000,
CD0R3751,CD0R3751,,0.0000,
CD0R6037,"6037 RED DRESS",,1.0000,
CD0R6055,CD0R6055,,-1.0000,
CD0R7319,CD0R7319,,0.0000,
CD0R8361,"8361 RED DRESS",,0.0000,
CD0R8558,"8558 RED DRESS",,1.0000,
CD0R9395,"9395 RED DRESS",,3.0000,
CD0S9395,"9395 SILVER DRESS",,2.0000,
CD0SM1079,"1079 SILVER M DRESS",,2.0000,
CD0SM1623,"1623 SILVER M DRESS",,0.0000,
CD0SPD87,CD0SPD87,,0.0000,
CD0SS1079,"1079 SILVER S DRESS",,0.0000,
CD0SS1623,"1623 SILVER S DRESS",,1.0000,
CD0W1656,"1656 WHITE DRESS",,0.0000,
CD0W2005,CD0W2005,,0.0000,
CD0W3376,"3376 WHITE DRESS",,0.0000,
CD0W3960,CD0W3960,,0.0000,
CD0W5058,"5058 WHITE DRESS",,0.0000,
CD0W6180,"6180 WHITE DRESS",,0.0000,
CD0W6631,"6631 WHITE DRESS",,0.0000,
CD0W6702,"6702 WHITE DRESS",,0.0000,
